User,Adresse,Smartscore,Win Rate,Markets,Realized PnL,Latest Activity,Latest Market,Latest Value,Positions Count,Orders Count,Analysis Date
https://hashdive.com/Analyze_User?user_address=0xea64572947a01f9938fd5474dc3b7d219352f2a2,0xea64572947a01f9938fd5474dc3b7d219352f2a2,1.5572040695224065,0.5623730190979277,2461,926805.5733715801,,,$0.00,32,0,2025-10-15T12:55:22.439988+00:00
https://hashdive.com/Analyze_User?user_address=0x6828e04b468e17d92fa1e5d60d59290278a81056,0x6828e04b468e17d92fa1e5d60d59290278a81056,1.33465062873251,0.660377358490566,2438,41770.04963929411,,,$0.00,100,0,2025-10-15T12:55:22.651782+00:00
https://hashdive.com/Analyze_User?user_address=0x134a63b764ac7b008356e8db1857db94e6b09e42,0x134a63b764ac7b008356e8db1857db94e6b09e42,1.6510561976191342,0.6688991209711176,2389,53254.74429772541,,,$0.00,34,0,2025-10-15T12:55:22.870106+00:00
https://hashdive.com/Analyze_User?user_address=0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,2.4308765540359096,0.6512020244622522,2371,108917.33489577082,,,$0.00,73,0,2025-10-15T12:55:23.078284+00:00
https://hashdive.com/Analyze_User?user_address=0xebf79787ab928c803cbef6fa8e0abe42b9e1da78,0xebf79787ab928c803cbef6fa8e0abe42b9e1da78,3.6792227911098885,0.581858407079646,2260,938164.3160301157,,,$0.00,24,0,2025-10-15T12:55:23.314883+00:00
https://hashdive.com/Analyze_User?user_address=0xe0a2f29b1fadb2259111bbeca392d3805ec4a349,0xe0a2f29b1fadb2259111bbeca392d3805ec4a349,1.8631377136029694,0.5914121292607348,2259,7742.699806297379,,,$0.00,35,0,2025-10-15T12:55:23.571983+00:00
https://hashdive.com/Analyze_User?user_address=0x3b7b03427034fe97f88e22053595500c7105f74e,0x3b7b03427034fe97f88e22053595500c7105f74e,2.969485171530772,0.8519677996422182,2236,7695.804383546055,,,$0.00,77,0,2025-10-15T12:55:23.828024+00:00
https://hashdive.com/Analyze_User?user_address=0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,1.4421655776710396,0.857335127860027,2229,35032.916405114556,,,$0.00,3,0,2025-10-15T12:55:24.011937+00:00
https://hashdive.com/Analyze_User?user_address=0xa9f9c0ca31912bee7ecd8aa25bfad07adcd6b3de,0xa9f9c0ca31912bee7ecd8aa25bfad07adcd6b3de,6.359496118660488,0.5592830882352942,2176,39557.887470572925,,,$0.00,41,0,2025-10-15T12:55:24.250709+00:00
https://hashdive.com/Analyze_User?user_address=0x2ff0e36eb9632a47c3eb75224bba1f141a6346e3,0x2ff0e36eb9632a47c3eb75224bba1f141a6346e3,4.131586848757484,0.5745269958467928,2167,568684.3358727038,,,$0.00,0,0,2025-10-15T12:55:24.422543+00:00
https://hashdive.com/Analyze_User?user_address=0x9066aa36696ef7ad9efbf35ea2b2b5535197c20a,0x9066aa36696ef7ad9efbf35ea2b2b5535197c20a,2.6487814787826727,0.5649929610511497,2131,296502.4262172006,,,$0.00,100,0,2025-10-15T12:55:24.664513+00:00
